"review.id","review.review_data","review.rating","review.title","review.review","review.verified_purchase","product.position.page","product.position.position","product.position.global_position","product.asin","product.keyword","product.price.discounted","product.price.current_price","product.price.currency","product.price.before_price","product.price.savings_amount","product.price.savings_percent","product.reviews.total_reviews","product.reviews.rating","product.url","product.score","product.sponsored","product.amazonChoice","product.bestSeller","product.amazonPrime","product.title","product.thumbnail"
"R1608ZDWULV14Q","Reviewed in the United States on October 22, 2021",1,"after a year and a half it started becoming jitter","after a year and a half it started becoming jittery",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"R141VI4QVA07HC","Reviewed in the United States on October 20, 2021",1,"FAKE PRODUCT","This GARBAGE mouse that I paid over a $100 for is a total phony.Only two side buttons, the buttons on the other side aren't even real, hard plastic fake buttons that are unusable.Avoid at all costs!!",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"R2URBLWYOMCVT","Reviewed in the United States on October 18, 2021",5,"Great mouse!","Amazing mouse! My hands are on the larger size but it fits well. Glides very smoothly on a cheap mouse pad. I feel like my FPS skill has gone up dramatically with this thing. I've never been a huge fan of wireless, but this mouse has completely changed my mind.",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"RWPMXJ4BEOSNL","Reviewed in the United States on October 18, 2021",5,"Good mouse","I dont have any complaints about the mouse",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"R18Z0VF2XA4K2I","Reviewed in the United States on October 17, 2021",1,"Not the druid you are looking for! Major lag and stutter!","This mouse is hot garbage and makes me wonder if this is a real Logitech product. The game has major lag issues even with the cable connected, not just when wireless.The intent was to use for overwatch but will probably use for work or just toss in garbage as I waited to long to return.Save your money!",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"R3AO12ZE4AIN0","Reviewed in the United States on October 17, 2021",5,"Absolute best mouse for fps, bar none.","-Flawless clicks, perfectly satisfying in terms of tactility and audio.-Had it for years, developed the ""double clicking"" issue, ***but I simply used a computer cleaner can to get in the cracks of the mouse wheel and under the mouse click cutouts, completely fixed the issue.***Definitely deserving of all the 5 star reviews, it doesn't take long to get used to, and it's better then anything once you do, don't hesitate to pick this gem up. (I'm a very picky user and I'm completely satisfied with this mouse and rarely write reviews)",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"R2R0DA4X5UKZAI","Reviewed in the United States on October 16, 2021",5,"Great battery life great user interface and great mouse","The mouse is 5/5 for me battery life, the user interface is great and the signal strength is amazing and very responsive.There's no lag and the RGB is just a bonus.",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"R3VSCBBZW9G5TX","Reviewed in the United States on October 15, 2021",4,"needs charging","So it works pretty well as a gaming mouse( I’m league player), but it can also just die during game. Lukicly you can still use the cord, just beware that you need to charge it from time to time. I feel like fully charged mouse can run for 2-3days.",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"R2GCBATR2LYERM","Reviewed in the United States on October 13, 2021",5,"you should try it!","My friend recommended it, and I fell in love with this item. I was using Logitech 602, g-pro is lighter than 602 but not that much light. It is perfect for me.",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"RJM744RXHMR2P","Reviewed in the United States on October 12, 2021",5,"Very good mouse","This mouse is good",true,1,1,"11","B07GCKQD77","logitech g pro",false,0,"USD",0,0,0,8136,4.7,"https://www.amazon.com/dp/B07GCKQD77","38239.20",false,true,false,false,"Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance","https://m.media-amazon.com/images/I/51ySu55JzAL._AC_UY218_.jpg"
"R2VUWNQPUMYP8L","Reviewed in the United States on October 22, 2021",4,"You get what you pay for","Where does all your money go and why is it so much? That's the $150 question for everybody. The TLDR is that it's incredibly well built, fully wireless, responsive, and the lightest mouse on the market. And it's pearly white.I don't know what other relevant details I can give. This mouse has been stress-tested by the best in the tech. industry and Logitech weren't lying, this mouse is FAST. It has incredibly low latency, very good battery life (I mean...there's zero RGB lighting), and is quite possibly the safest shape a mouse can come in. If you don't consider your hands much larger or smaller than most people, it will probably be comfortable holding this mouse.The visual design is intelligent. It has this elegance that isn't the embarrassing ""gamer"" stylings of other products but isn't so minimalistic that you wouldn't immediately recognize this mouse at first glance. Anybody who's ever used this mouse knows exactly what this feels and looks like.Is this mouse necessary? Absolutely not. I think the only thing more over-the-top than this mouse is the amount of R&D and feedback Logitech went through to create one of the best mice in PC gaming. I do prefer the Razer Viper Ultimate over this because I prefer the texture and shape. I am also bothered that a $150 computer mouse looks almost too simple. Also, in my opinion, the Viper Ultimate doesn't feel that much heavier than this. I wanted to note that, in case anybody wanted a cheaper alternative.Overall, this mouse is a flex, or for anybody who wants to go out of their way to spend time and money on their gaming hobby (gaming career maybe?). I considered buying this since it launched and was not disappointed. Here's to hoping I get my $150 out of this mouse.",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"R9FOB6Y62ITWF","Reviewed in the United States on October 21, 2021",5,"This mouse is a godsend","If it wasn’t for the money, everyone would be using this mouse. The battery life this mouse has is absolutely ridiculous. I’ve had this mouse for a good 6 months now and I’ve only had to charge it maybe 15 times? I’m on the computer around 8-9+ hours every day, and this mouse has never caused any issues for me. I absolutely love this mouse, and if it wasn’t for the crazy price, I feel as though everyone would use this mouse.",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"R25QO7E26NY572","Reviewed in the United States on October 19, 2021",4,"Very solid mouse","This is my first wireless mouse for gaming and it works really well. It’s incredibly light and battery life is great. The side buttons are a bit too “squishy” for my liking. It’s as if there’s some mesh you have to push through before they click. Despite its performance, this mouse is incredibly overpriced. I think $80-ish is a fair price for being such a minimalistic mouse",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"R2523LXIXE7U4","Reviewed in the United States on October 19, 2021",5,"Best mouse I've ever had","The mouse charges fasts and stays charged for days even when I forget to turn it off.",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"R38J2656SUNYMJ","Reviewed in the United States on October 18, 2021",4,"Condition","nice mouse but look like it was opened before and not New",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"R1FLN8OXDHTHUC","Reviewed in the United States on October 18, 2021",5,"Wow just wow","Going from the Gpro wireless to the Ultra light is a insane difference#1 no RGB to waste battery life#2 updated Pads and pad layout for smoother mouse sliding#3 the best one yet noticeably lighter than the gproIf you are contemplating on buying one don’t just do it thank me later",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"R3SL5AZIIDFKXR","Reviewed in the United States on October 18, 2021",5,"Best gaming mouse in the market","One of the best mice I ever had for gaming and daily life use. The price is not cheat but it is well worth it. If you are someone that finding a mouse for gaming, this is the choice.",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"R2JHWSYA3WC7L0","Reviewed in the United States on October 17, 2021",3,"Great quality mouse, but not for everyone","I believe this mouse is made out of great quality. No creaking in the frame, mouse feet are very smooth, is very light for being wireless, and the sensor is great! But there are two things that really bother me about this mouse that has made me sell this mouse and buy another mouse. First, the switches are terrible. They are cheap Omron switches that do not feel as good as other switches (i.e Razer Viper Mini, which is ironic because it costs $30). If you are going to buy this mouse, learn soldering skills and switch these out for some Kailh 4.0 or 8.0 switches. Second (and biggest issue for me), the shape. When you first grip this mouse, you feel like you are gripping a potato. I have medium sized hands (17 x 9.5 CM or 6 3/4"" x 3 1/4"" IN) and I prefer to claw grip my mice, which I cannot comfortably claw grip this mouse because it is too long and too tall for my hands. If you have medium sized hands in length, fingertip or palm grip this mouse but don't claw grip this mouse. If you have large hands (especially in length), I highly recommend this mouse because you can claw and fingertip this mouse comfortably, and maybe even palm grip. If you have small hands, there are better sized mice for you guys.",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"R3CB8WQZHJ95H4","Reviewed in the United States on October 16, 2021",5,"Best mouse I've ever used!","I was skeptical at first and even getting it, I was impressed with the weight but wasn't sure the value was there. After using it for several hours, I realized how great of a mouse it is. I love the non-RGB ""feature"" too! Dialing back RGB makes everything look better. The slides are great, the optional grips are amazing, its just a very solid mouse.With the battery, it charges extremely fast and so far after about 7 hours of use, it's gone down 1%!The last thing I'll say is its amazing the weight without having to resort to honeycomb where they literally make the actual shell itself porous which is simply a bad idea all around. You get the extreme light weight (which I actually love!) mixed with durability and protection.There is nothing I can say about this mouse thats bad so far.. I really am more impressed with it than I thought I would be.Would recommend 10/10",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"RXOGWJBNS9F4P","Reviewed in the United States on October 15, 2021",5,"Best mouse","Very light, crazy long battery life (2 weeks without being charged right now) great quality, stock feet are good but I would recommend getting tiger ice feet if you want better glide. Overall 10/10",true,1,2,"12","B087LP6F4Y","logitech g pro",false,0,"USD",0,0,0,1913,4.8,"https://www.amazon.com/dp/B087LP6F4Y","9182.40",false,false,false,false,"Logitech G PRO X Superlight Wireless Gaming Mouse, Ultra-Lightweight, Hero 25K Sensor, 25,600 DPI, 5 Programmable Buttons,...","https://m.media-amazon.com/images/I/61ykKLbddNL._AC_UY218_.jpg"
"R3A938JOEOIJ6H","Reviewed in the United States on October 22, 2021",2,"Headphones Broke After Six Months","These headphones fit comfortably and had good features. I am a huge Logitech fan. However, the top latch broke after only six months. With no return policy, I am out the money I paid for them. I wouldn't buy them again because of this issue.",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"R2Y0F2VILJ44FC","Reviewed in the United States on October 13, 2021",3,"Almost perfect for the price one huge issue that kills it for me.","Metal is nice and all, but the plastic that supports the metal needs to be strong too or you'll lose one of the ears like mine did, this is a good headset though for the 2 months mine lasted this was the best set i've owned under $100. I'm not hard on headsets or anything like that, i actually suspected when it arrived and the retainers on the band were plastic that the retainers would be the first thing to break because it's metal on plastic, and i was right! If you're gentle with them and don't have to adjust them often you should be fine with this set, i was constantly adjusting these and I think honestly that these were the wrong size for my head, my head is a bit larger than average specifically in the width department, still disappointing they broke so soon though.",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"R1OMT8EYZZCC4Z","Reviewed in the United States on October 11, 2021",5,"great for the price","headphone work great, mic works great...it was plug & play...ear pads are soft & comfortable",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"R28XT7SQU7N96S","Reviewed in the United States on October 9, 2021",3,"Good, but falling apart","I've owned this headset for about 9 months now. A few months ago one of the plastic hinges on my right headphone broke off, but it was really no big deal. But now the whole plastic part connecting the right headphone is cracked in half. It randomly broke while I was wearing it.",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"R27AH3R5VSFPU9","Reviewed in the United States on October 5, 2021",5,"Works great have no issues.","Great sound cancelling, the microphone works great. Software makes it easy to change the EQ",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"R1G1Q2SJLI28KO","Reviewed in the United States on October 4, 2021",3,"Mic is difficult to use","yeet",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"R2ERBI3EFQTPCC","Reviewed in the United States on September 25, 2021",1,"Defective mic - common problem","I’m a Logitech fanboy but I can’t recommend this product. I plugged it in and the mic didn’t work with Discord out of the box. Even after messing with the settings and updating drivers, my computer still didn’t pick up any sound from the mic. I did not encounter this problem with the HyperX Alphas or the Razer Blackshark V2s - only this Logitech model. This seems to be a common problem online - avoid this Logitech product.",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"R2UCLOAANNKXWN","Reviewed in the United States on September 22, 2021",1,"Mic stopped working the next day","This headset started off so awesome. I was in love with it. First pair of headphones over $50. The next day the mic was busted. Tried absolutely everything.",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"ROASHGZVO3J2X","Reviewed in the United States on September 19, 2021",4,"Headset required for school","We were required to buy a headset for elementary school.I thought I should buy one that would last a few years.The school sent it home a week later.They said our daughter couldn't hear the teacher's instructions when she was wearing it.That action alone speaks volumes for the headset...",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"REBHGXSDENELG","Reviewed in the United States on September 18, 2021",5,"I loved it!","The quality of soud, the microphone, the confort, really god!!!!",true,1,3,"13","B07PHML2XB","logitech g pro",false,0,"USD",0,0,0,1757,4.5,"https://www.amazon.com/dp/B07PHML2XB","7906.50",false,false,false,false,"Logitech G PRO Gaming Headset 2nd Generation Comfortable and Durable with PRO-G 50 mm Audio Drivers, Aluminum, Steel and M...","https://m.media-amazon.com/images/I/51PJFzBTASL._AC_UY218_.jpg"
"cr-translate--1249661707",,,"","",false,1,4,"15","B08W2TFZZC","logitech g pro",false,0,"USD",0,0,0,198,4.7,"https://www.amazon.com/dp/B08W2TFZZC","930.60",false,false,false,false,"Logitech G PRO K/DA Mechanical Gaming Keyboard, Ultra-Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million...","https://m.media-amazon.com/images/I/71b73jZMqUL._AC_UY218_.jpg"
"R10H635V9H5B3C","Reviewed in the United States on October 21, 2021",5,"I love...","Your browser does not support HTML5 video. I love love this keyboard so much xD I'm currently using it on my laptop but it's pretty awesome and it also lights up makes it even more amazing.",true,1,4,"15","B08W2TFZZC","logitech g pro",false,0,"USD",0,0,0,198,4.7,"https://www.amazon.com/dp/B08W2TFZZC","930.60",false,false,false,false,"Logitech G PRO K/DA Mechanical Gaming Keyboard, Ultra-Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million...","https://m.media-amazon.com/images/I/71b73jZMqUL._AC_UY218_.jpg"
"R3IF5FF9OEQSDO","Reviewed in the United States on October 2, 2021",3,"Keys eraise after light use. Sadge.","I bought this for my boyfriend, the KDA case is suck and good quality. BUT the paint coat on the actual keys is thin and bad quality. He used it for 2 weeks and the most used keys already erased. I got my cheap $20 keyboard same time and not a single paint smudge or thinning out. I expected better from Logitech and Riot.",true,1,4,"15","B08W2TFZZC","logitech g pro",false,0,"USD",0,0,0,198,4.7,"https://www.amazon.com/dp/B08W2TFZZC","930.60",false,false,false,false,"Logitech G PRO K/DA Mechanical Gaming Keyboard, Ultra-Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million...","https://m.media-amazon.com/images/I/71b73jZMqUL._AC_UY218_.jpg"
"R1ZQDFDMEABFTY","Reviewed in the United States on August 24, 2021",4,"Logitech and KD/A Keyboard....why not.","Great gaming mechanical keyboard, its tenkeyless so more room for my mouse. However the quality of the keycap paint is questionable, as you can see by the pictures 2 of the keycaps are starting to loose the topcoat of paint. The lighting is good, the white looks more blue, so aside from the discoloration of the keycaps its a goo keyboard.",true,1,4,"15","B08W2TFZZC","logitech g pro",false,0,"USD",0,0,0,198,4.7,"https://www.amazon.com/dp/B08W2TFZZC","930.60",false,false,false,false,"Logitech G PRO K/DA Mechanical Gaming Keyboard, Ultra-Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million...","https://m.media-amazon.com/images/I/71b73jZMqUL._AC_UY218_.jpg"
"RF6RAX0VDRGSD","Reviewed in the United States on August 17, 2021",3,"Change the Keycaps or get the regular G PRO TKL","If you're like me and really like the K/DA Colorway for this keyboard, I'd recommend getting new keycaps for it if you do get it. Otherwise, I'd recommend getting the regular G PRO TKL as I never had this issue with it.Not even a month usage on with this keyboard, the ABS material started fading out. Thinking my caps were from a defective batch, I returned it within my month timeframe for another one. Unfortunately for me, the same issue happened again.As a whole overall, I think this keyboard is wonderful, from the colorway of the keyboard, to the form factor and brown switches. However the quality on the keycaps is really disappointing. As mentioned earlier, I've had the regular G Pro TKL for a while as well, and never had the issues on the keys fading/smudging out like this.",true,1,4,"15","B08W2TFZZC","logitech g pro",false,0,"USD",0,0,0,198,4.7,"https://www.amazon.com/dp/B08W2TFZZC","930.60",false,false,false,false,"Logitech G PRO K/DA Mechanical Gaming Keyboard, Ultra-Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million...","https://m.media-amazon.com/images/I/71b73jZMqUL._AC_UY218_.jpg"
"R1RI0HHX7ZU4CX","Reviewed in the United States on August 16, 2021",5,"Hermoso producto","Excelente producto, llegó bastante rápido y bien protegido 10/10 recomendado",true,1,4,"15","B08W2TFZZC","logitech g pro",false,0,"USD",0,0,0,198,4.7,"https://www.amazon.com/dp/B08W2TFZZC","930.60",false,false,false,false,"Logitech G PRO K/DA Mechanical Gaming Keyboard, Ultra-Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million...","https://m.media-amazon.com/images/I/71b73jZMqUL._AC_UY218_.jpg"
"R2J61QGBJIS85T","Reviewed in the United States on August 15, 2021",5,"Awesome Keyboard","Love this keyboard!",true,1,4,"15","B08W2TFZZC","logitech g pro",false,0,"USD",0,0,0,198,4.7,"https://www.amazon.com/dp/B08W2TFZZC","930.60",false,false,false,false,"Logitech G PRO K/DA Mechanical Gaming Keyboard, Ultra-Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million...","https://m.media-amazon.com/images/I/71b73jZMqUL._AC_UY218_.jpg"
"RVR4C2GD3OPFV","Reviewed in the United States on August 3, 2021",4,"Buena estetica, buen diseño, buenos switches.","Comienzo la review diciendo que el teclado se siente tal y como se vee, bastante premium. Sus retroiluminacion es bastante prominente y elegante. Se puede sentir al momento de sacarlo y usarlo, que es de buena calidad. Tanto en la construccion como en el cableado. El diseño es bastante bonito y, un poco mas distinto a lo ""gamer tradicional"", dado que combina blanco negro, con el diseño de KDA de League of Legends (en lo personal a mi me da igual eso, me gusta mas por el diseño).Eso si, cosas a cosas a considerar:-El cable tiene una especie de sujecion especial, puedes utilizar cualquier micro usb (si, no usa usb C) pero da la sensacion que se desconectara en algun momento.-Las keycaps no dejan una buena sensacion, se sienten un poco extrañas y puedo detectar que se van a desgastar rapido, ojo con esto. Ademas, encontrar un set de keycaps que cubra todas las teclas, es complicado, dado que las unidades de algunas teclas como el espacio (5.75u), el shift, y los ctrl, no son estandar o OEM.-El software, quizas puede generarle algunas complicaciones a algunos usuarios.En resumen:Pros:-Teclado premium en su mayoria, buena construccion.-Iluminacion bastante prominente.-Switches brown bastante comodos, no son tan ruidosos como los blue, de la version original de este teclado (g pro).-Diseño unico hasta el momento.Cons:-Keycaps un poco incomodas, con un desgaste un poco mas acelerado-Incompatibilidad con todas las keycaps estandares, dado el formato especial de logitech.-Switches no intercambiables.En mi puntuacion el dare un 7/10, debido a las limitantes que presentan las keycaps tanto para un cambio a futuro, como sus unidades especiales.",true,1,4,"15","B08W2TFZZC","logitech g pro",false,0,"USD",0,0,0,198,4.7,"https://www.amazon.com/dp/B08W2TFZZC","930.60",false,false,false,false,"Logitech G PRO K/DA Mechanical Gaming Keyboard, Ultra-Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million...","https://m.media-amazon.com/images/I/71b73jZMqUL._AC_UY218_.jpg"
